target_id,ed_annotated_index,conv_id,utterance_idx,target_num,author,emotion_context,prompt,raw_utterance,target_text,utterance_before_target,utterance_text,prior_speaker_turn,prior_dialog,dialog_and_target_text,act,act_source,intent,intent_source,prompt_dialog_target_text,emotion_prompt_dialog_target_text,generated_text
hit:10012_conv:20024_turn:4_trg:0,68946,hit:10012_conv:20024,4,0,listener,content,<prompt> I am ok with coming in third in my race. </prompt>,Oh wow! Do you do a lot of marathons?,<target> Do you do a lot of marathons? </target>,Oh wow! ,<listener> Oh wow!  <target> Do you do a lot of marathons? </target>,<speaker> It was a marathon. </speaker>,<speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker>,<speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker> <listener> Oh wow!  <target> Do you do a lot of marathons? </target>,Request information,mturk,Express interest,mturk,<prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker> <listener> Oh wow!  <target> Do you do a lot of marathons? </target>,<emotion> content <prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker> <listener> Oh wow!  <target> Do you do a lot of marathons? </target>," <listener> Wow, a marathon is quite an achievement! Congratulations on your third-place finish. How did you feel during the race? Did you have any moments of doubt or struggle? </listener>"
hit:10012_conv:20025_turn:2_trg:0,104041,hit:10012_conv:20025,2,0,listener,annoyed,<prompt> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </prompt>,Have you spoken to him?,<target> Have you spoken to him? </target>,,<listener>  <target> Have you spoken to him? </target>,<speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker>,<speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker>,<speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker> <listener>  <target> Have you spoken to him? </target>,Suggest a solution,QBERT,Offer relief,QBERT,<prompt> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </prompt> <speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker> <listener>  <target> Have you spoken to him? </target>,<emotion> annoyed <prompt> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </prompt> <speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker> <listener>  <target> Have you spoken to him? </target>," <listener> Oh, that sounds really frustrating. Have you tried talking to them about it? Sometimes, people may not be aware of the noise they're making. </listener>"
hit:10013_conv:20027_turn:2_trg:0,68952,hit:10013_conv:20027,2,0,listener,surprised,<prompt> Aliens landed in my back yard </prompt>,What happened?,<target> What happened? </target>,,<listener>  <target> What happened? </target>,<speaker> Something weird just happened </speaker>,<speaker> Something weird just happened </speaker>,<speaker> Something weird just happened </speaker> <listener>  <target> What happened? </target>,Ask about antecedent,SBERT,Express concern,SBERT,<prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener>  <target> What happened? </target>,<emotion> surprised <prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener>  <target> What happened? </target>, <listener> Oh? That sounds interesting. Can you tell me more about it? </listener>
hit:10013_conv:20027_turn:4_trg:0,68954,hit:10013_conv:20027,4,0,listener,surprised,<prompt> Aliens landed in my back yard </prompt>,Did you take a photo of them?,<target> Did you take a photo of them? </target>,,<listener>  <target> Did you take a photo of them? </target>,<speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker>,<speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker>,<speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker> <listener>  <target> Did you take a photo of them? </target>,Suggest a solution,mturk,Express interest,mturk,<prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker> <listener>  <target> Did you take a photo of them? </target>,<emotion> surprised <prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker> <listener>  <target> Did you take a photo of them? </target>, <listener> Oh my goodness! That's surprising. Did they communicate with you? What did they look like?</listener>
hit:10014_conv:20029_turn:2_trg:0,68961,hit:10014_conv:20029,2,0,listener,sad,"<prompt> My pet toad died, I am sad. </prompt>",I am so sorry to hear that. How long have you had him?,<target> How long have you had him? </target>,I am so sorry to hear that. ,<listener> I am so sorry to hear that.  <target> How long have you had him? </target>,"<speaker> My pet toad died, I am so sad. </speaker>","<speaker> My pet toad died, I am so sad. </speaker>","<speaker> My pet toad died, I am so sad. </speaker> <listener> I am so sorry to hear that.  <target> How long have you had him? </target>",Request information,mturk,Sympathize,mturk,"<prompt> My pet toad died, I am sad. </prompt> <speaker> My pet toad died, I am so sad. </speaker> <listener> I am so sorry to hear that.  <target> How long have you had him? </target>","<emotion> sad <prompt> My pet toad died, I am sad. </prompt> <speaker> My pet toad died, I am so sad. </speaker> <listener> I am so sorry to hear that.  <target> How long have you had him? </target>"," <listener> Oh no, that's terrible! Losing a beloved pet is always difficult. Would you like to talk about what happened? Sometimes it can help to share your feelings with someone. </listener>"
hit:10016_conv:20032_turn:2_trg:0,68973,hit:10016_conv:20032,2,0,listener,impressed,<prompt> I really like the new Nike shoes. </prompt>,Nikes are usually pretty cool. What do you like about the new ones?,<target> What do you like about the new ones? </target>,Nikes are usually pretty cool. ,<listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>,<speaker> I really like the new Nike shoes. </speaker>,<speaker> I really like the new Nike shoes. </speaker>,<speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>,Request information,mturk,Express interest,mturk,<prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>,<emotion> impressed <prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>," <listener> Oh, that's great! I'm glad to hear that you like them. Can you tell me more about what you like about them? </listener>"
hit:10016_conv:20032_turn:4_trg:0,68975,hit:10016_conv:20032,4,0,listener,impressed,<prompt> I really like the new Nike shoes. </prompt>,Did you buy some yet? ,<target> Did you buy some yet?  </target>,,<listener>  <target> Did you buy some yet?  </target>,<speaker> I really like the new comfort fit soles. </speaker>,<speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker>,<speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker> <listener>  <target> Did you buy some yet?  </target>,Request information,mturk,Express interest,mturk,<prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker> <listener>  <target> Did you buy some yet?  </target>,<emotion> impressed <prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker> <listener>  <target> Did you buy some yet?  </target>," <listener> Ah, I see! The comfort fit soles are definitely a great feature. Have you tried them out for a run or walk yet? </listener>"
hit:10017_conv:20034_turn:2_trg:0,68981,hit:10017_conv:20034,2,0,listener,lonely,<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt>,Why did he left?,<target> Why did he left? </target>,,<listener>  <target> Why did he left? </target>,<speaker> I badly miss my hubby. </speaker>,<speaker> I badly miss my hubby. </speaker>,<speaker> I badly miss my hubby. </speaker> <listener>  <target> Why did he left? </target>,Ask about antecedent,QBERT,Express interest,QBERT,<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener>  <target> Why did he left? </target>,<emotion> lonely <prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener>  <target> Why did he left? </target>," <listener> Oh, I can imagine how difficult it must be for you to be away from your husband. It's understandable that you miss him dearly. Can you tell me a little bit more about what you're feeling? Perhaps there's something I can do to help? </listener>"
hit:10017_conv:20034_turn:4_trg:0,68983,hit:10017_conv:20034,4,0,listener,lonely,<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt>,"Oh, for how long he will be away?","<target> Oh, for how long he will be away? </target>",,"<listener>  <target> Oh, for how long he will be away? </target>",<speaker> He went to London for our business work. </speaker>,<speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker>,"<speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker> <listener>  <target> Oh, for how long he will be away? </target>",Request information,QBERT,Express interest,QBERT,"<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker> <listener>  <target> Oh, for how long he will be away? </target>","<emotion> lonely <prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker> <listener>  <target> Oh, for how long he will be away? </target>"," <listener> Oh, that must be really tough for you. It's understandable that you miss him, especially when he's away for work. Have you been able to keep in touch with him while he's away? </listener>"
hit:10018_conv:20036_turn:2_trg:0,68990,hit:10018_conv:20036,2,0,listener,jealous,<prompt> My brother has the coolest girlfriend. I wish she was mine. </prompt>,Is his name Jessie by chance?,<target> Is his name Jessie by chance? </target>,,<listener>  <target> Is his name Jessie by chance? </target>,<speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker>,<speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker>,<speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker> <listener>  <target> Is his name Jessie by chance? </target>,Request information,QBERT,Express interest,QBERT,<prompt> My brother has the coolest girlfriend. I wish she was mine. </prompt> <speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker> <listener>  <target> Is his name Jessie by chance? </target>,<emotion> jealous <prompt> My brother has the coolest girlfriend. I wish she was mine. </prompt> <speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker> <listener>  <target> Is his name Jessie by chance? </target>," <listener> Oh, that's tough. It can be hard to see someone you care about with someone else. Have you talked to your brother about how you feel? Maybe there's a way to address your feelings and move forward. </listener>"
hit:10019_conv:20038_turn:2_trg:0,68999,hit:10019_conv:20038,2,0,listener,furious,<prompt> I am so mad that my window broke. </prompt>,"That's horrible, what happened?","<target> That's horrible, what happened? </target>",,"<listener>  <target> That's horrible, what happened? </target>",<speaker> I am so mad that my window broke. </speaker>,<speaker> I am so mad that my window broke. </speaker>,"<speaker> I am so mad that my window broke. </speaker> <listener>  <target> That's horrible, what happened? </target>",Ask about antecedent,SBERT,Express concern,SBERT,"<prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener>  <target> That's horrible, what happened? </target>","<emotion> furious <prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener>  <target> That's horrible, what happened? </target>"," <listener> Oh no, that's frustrating! Can you tell me what happened? Did the window break accidentally or was it intentional? </listener>"
hit:10019_conv:20038_turn:4_trg:0,69001,hit:10019_conv:20038,4,0,listener,furious,<prompt> I am so mad that my window broke. </prompt>,That sounds like an awful thing to see. Will it be hard to replace?,<target> Will it be hard to replace? </target>,That sounds like an awful thing to see. ,<listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>,<speaker> A bird flew into it. </speaker>,"<speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker>","<speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker> <listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>",Ask about consequence,QBERT,Sympathize,QBERT,"<prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker> <listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>","<emotion> furious <prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker> <listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>"," <listener> Oh no, that's really frustrating. Did you get hurt? </listener>"
hit:10019_conv:20039_turn:2_trg:0,104045,hit:10019_conv:20039,2,0,listener,impressed,<prompt> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </prompt>,I love tennis. Will you watch the US Open?,<target> Will you watch the US Open? </target>,I love tennis. ,<listener> I love tennis.  <target> Will you watch the US Open? </target>,<speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker>,<speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker>,<speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker> <listener> I love tennis.  <target> Will you watch the US Open? </target>,Request information,QBERT,Express interest,QBERT,<prompt> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </prompt> <speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker> <listener> I love tennis.  <target> Will you watch the US Open? </target>,<emotion> impressed <prompt> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </prompt> <speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker> <listener> I love tennis.  <target> Will you watch the US Open? </target>, <listener> That's great! Watching professional tennis players can be really inspiring. Did you have a favorite player or match that you watched? </listener>
hit:1001_conv:2002_turn:2_trg:0,6381,hit:1001_conv:2002,2,0,listener,joyful,"<prompt> I won then lottery, I never have to work again. </prompt>",Congratulations?  How much did you win?,<target> Congratulations?   </target>,,<listener>  <target> Congratulations?   </target>,"<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker> <listener>  <target> Congratulations?   </target>",Ask for confirmation,QBERT,Express interest,QBERT,"<prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener>  <target> Congratulations?   </target>","<emotion> joyful <prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener>  <target> Congratulations?   </target>"," <listener> That's amazing! Congratulations! How are you feeling now? Relieved, excited, or a mix of emotions? </listener>"
hit:1001_conv:2002_turn:2_trg:1,6381,hit:1001_conv:2002,2,1,listener,joyful,"<prompt> I won then lottery, I never have to work again. </prompt>",Congratulations?  How much did you win?,<target> How much did you win? </target>,Congratulations?  ,<listener> Congratulations?   <target> How much did you win? </target>,"<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker> <listener> Congratulations?   <target> How much did you win? </target>",Request information,QBERT,Express interest,QBERT,"<prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener> Congratulations?   <target> How much did you win? </target>","<emotion> joyful <prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener> Congratulations?   <target> How much did you win? </target>"," <listener> That's amazing! Congratulations! How are you feeling now? Are you relieved, excited, or a mix of emotions?</listener>"
hit:10020_conv:20040_turn:2_trg:0,69003,hit:10020_conv:20040,2,0,listener,anticipating,<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt>,What did you order?,<target> What did you order? </target>,,<listener>  <target> What did you order? </target>,<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker>,<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker>,<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener>  <target> What did you order? </target>,Request information,mturk,Express interest,mturk,<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener>  <target> What did you order? </target>,<emotion> anticipating <prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener>  <target> What did you order? </target>, <listener> That's great to hear! It's always exciting to receive a package that you've been waiting for. Can you tell me a bit more about what you ordered? </listener>
hit:10020_conv:20040_turn:4_trg:0,69005,hit:10020_conv:20040,4,0,listener,anticipating,<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt>,How much did those cost?,<target> How much did those cost? </target>,,<listener>  <target> How much did those cost? </target>,"<speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker>","<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker>","<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker> <listener>  <target> How much did those cost? </target>",Request information,QBERT,Express interest,QBERT,"<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker> <listener>  <target> How much did those cost? </target>","<emotion> anticipating <prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker> <listener>  <target> How much did those cost? </target>"," <listener> That's great! It's always exciting to receive a package, especially when it's a gift for someone you care about. I'm sure your nephew will love the magnet tiles. Have you seen the reviews on them? They seem like a lot of fun. </listener>"
