target_id,ed_annotated_index,conv_id,utterance_idx,target_num,author,emotion_context,prompt,raw_utterance,target_text,utterance_before_target,utterance_text,prior_speaker_turn,prior_dialog,dialog_and_target_text,act,act_source,intent,intent_source,prompt_dialog_target_text,emotion_prompt_dialog_target_text,generated_text
hit:10011_conv:20023_turn:2_trg:0,68940,hit:10011_conv:20023,2,0,listener,trusting,"<prompt> I really appreciate my wife. I know I can depend on her for anything, which is comforting. </prompt>","That is great, how long have you been married?","<target> That is great, how long have you been married? </target>",,"<listener>  <target> That is great, how long have you been married? </target>",<speaker> I really love my wife so much! </speaker>,<speaker> I really love my wife so much! </speaker>,"<speaker> I really love my wife so much! </speaker> <listener>  <target> That is great, how long have you been married? </target>",Request information,SBERT,Express interest,SBERT,"<prompt> I really appreciate my wife. I know I can depend on her for anything, which is comforting. </prompt> <speaker> I really love my wife so much! </speaker> <listener>  <target> That is great, how long have you been married? </target>","<emotion> trusting <prompt> I really appreciate my wife. I know I can depend on her for anything, which is comforting. </prompt> <speaker> I really love my wife so much! </speaker> <listener>  <target> That is great, how long have you been married? </target>"," < listener> Aww, that's so sweet! It's clear how much you care for her. What is it about your wife that you love so much? Is there a specific quality or memory that stands out to you?</listener>"
hit:10012_conv:20024_turn:2_trg:0,68944,hit:10012_conv:20024,2,0,listener,content,<prompt> I am ok with coming in third in my race. </prompt>,Third is very good! What kind of race?,<target> What kind of race? </target>,Third is very good! ,<listener> Third is very good!  <target> What kind of race? </target>,<speaker> I am ok with coming in third in my race. </speaker>,<speaker> I am ok with coming in third in my race. </speaker>,<speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good!  <target> What kind of race? </target>,Request information,QBERT,Express interest,QBERT,<prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good!  <target> What kind of race? </target>,<emotion> content <prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good!  <target> What kind of race? </target>," < listener> That's really gracious of you to say, especially after putting in so much effort and hard work into your training. It's understandable to feel a little disappointed with coming in third, but it's important to remember that there's always room for improvement and growth. You should be proud of yourself for pushing through and giving it your all. Is there anything you'd like to talk about or any support you need right now? </listener>"
hit:10012_conv:20024_turn:4_trg:0,68946,hit:10012_conv:20024,4,0,listener,content,<prompt> I am ok with coming in third in my race. </prompt>,Oh wow! Do you do a lot of marathons?,<target> Do you do a lot of marathons? </target>,Oh wow! ,<listener> Oh wow!  <target> Do you do a lot of marathons? </target>,<speaker> It was a marathon. </speaker>,<speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker>,<speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker> <listener> Oh wow!  <target> Do you do a lot of marathons? </target>,Request information,mturk,Express interest,mturk,<prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker> <listener> Oh wow!  <target> Do you do a lot of marathons? </target>,<emotion> content <prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good! What kind of race? </listener> <speaker> It was a marathon. </speaker> <listener> Oh wow!  <target> Do you do a lot of marathons? </target>,"
    Oh wow, a marathon! That's quite an accomplishment, coming in third place is really something to be proud of! It takes a lot of hard work and dedication to finish a marathon, let alone place that high. You must be feeling really great about yourself right now! *smiling*"
hit:10012_conv:20025_turn:2_trg:0,104041,hit:10012_conv:20025,2,0,listener,annoyed,<prompt> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </prompt>,Have you spoken to him?,<target> Have you spoken to him? </target>,,<listener>  <target> Have you spoken to him? </target>,<speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker>,<speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker>,<speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker> <listener>  <target> Have you spoken to him? </target>,Suggest a solution,QBERT,Offer relief,QBERT,<prompt> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </prompt> <speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker> <listener>  <target> Have you spoken to him? </target>,<emotion> annoyed <prompt> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </prompt> <speaker> My upstairs neighbors make a ton of noise at all hours of the night. It makes it difficult for me to sleep. </speaker> <listener>  <target> Have you spoken to him? </target>," Oh no, that sounds really frustrating! 😔 I can imagine how disruptive and stressful it must be to have noisy neighbors, especially when you're trying to get a good night's sleep. 😴 Have you tried talking to them about the issue and see if there's anything they can do to reduce the noise? Sometimes, people might not be aware of the disturbance they're causing and a polite conversation can"
hit:10013_conv:20027_turn:2_trg:0,68952,hit:10013_conv:20027,2,0,listener,surprised,<prompt> Aliens landed in my back yard </prompt>,What happened?,<target> What happened? </target>,,<listener>  <target> What happened? </target>,<speaker> Something weird just happened </speaker>,<speaker> Something weird just happened </speaker>,<speaker> Something weird just happened </speaker> <listener>  <target> What happened? </target>,Ask about antecedent,SBERT,Express concern,SBERT,<prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener>  <target> What happened? </target>,<emotion> surprised <prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener>  <target> What happened? </target>," Oh my, that sounds really strange and unexpected! Can you tell me more about what happened? Maybe there's something I can help you make sense of it. *listening intently*"
hit:10013_conv:20027_turn:4_trg:0,68954,hit:10013_conv:20027,4,0,listener,surprised,<prompt> Aliens landed in my back yard </prompt>,Did you take a photo of them?,<target> Did you take a photo of them? </target>,,<listener>  <target> Did you take a photo of them? </target>,<speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker>,<speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker>,<speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker> <listener>  <target> Did you take a photo of them? </target>,Suggest a solution,mturk,Express interest,mturk,<prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker> <listener>  <target> Did you take a photo of them? </target>,<emotion> surprised <prompt> Aliens landed in my back yard </prompt> <speaker> Something weird just happened </speaker> <listener> What happened? </listener> <speaker> I was sitting here playing games and heard a loud crash in my backyard.  I went out to look and it was the aliens!!! Did not expect that! </speaker> <listener>  <target> Did you take a photo of them? </target>,"😱 Oh my stars! 🛸 That sounds so crazy and unexpected! 😲 Are you sure it was aliens and not just a weird dream or something? 😴 But wait, if it was really aliens, that's so cool! 😍 Did they say anything to you or just appear out of nowhere? 🤔 Tell me everything! 💬"
hit:10014_conv:20029_turn:2_trg:0,68961,hit:10014_conv:20029,2,0,listener,sad,"<prompt> My pet toad died, I am sad. </prompt>",I am so sorry to hear that. How long have you had him?,<target> How long have you had him? </target>,I am so sorry to hear that. ,<listener> I am so sorry to hear that.  <target> How long have you had him? </target>,"<speaker> My pet toad died, I am so sad. </speaker>","<speaker> My pet toad died, I am so sad. </speaker>","<speaker> My pet toad died, I am so sad. </speaker> <listener> I am so sorry to hear that.  <target> How long have you had him? </target>",Request information,mturk,Sympathize,mturk,"<prompt> My pet toad died, I am sad. </prompt> <speaker> My pet toad died, I am so sad. </speaker> <listener> I am so sorry to hear that.  <target> How long have you had him? </target>","<emotion> sad <prompt> My pet toad died, I am sad. </prompt> <speaker> My pet toad died, I am so sad. </speaker> <listener> I am so sorry to hear that.  <target> How long have you had him? </target>","😔 Oh no, I'm so sorry to hear that your pet toad passed away. Losing a beloved pet can be heartbreaking. It's understandable that you're feeling sad. Would you like to talk about your favorite memories with your toad or how you're feeling right now? 🐸💔"
hit:10016_conv:20032_turn:2_trg:0,68973,hit:10016_conv:20032,2,0,listener,impressed,<prompt> I really like the new Nike shoes. </prompt>,Nikes are usually pretty cool. What do you like about the new ones?,<target> What do you like about the new ones? </target>,Nikes are usually pretty cool. ,<listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>,<speaker> I really like the new Nike shoes. </speaker>,<speaker> I really like the new Nike shoes. </speaker>,<speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>,Request information,mturk,Express interest,mturk,<prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>,<emotion> impressed <prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool.  <target> What do you like about the new ones? </target>,"😊 Oh wow, you must be really thrilled about the new Nike shoes! They do look amazing, don't they? 😍 I love how they combine style and comfort. Have you had a chance to wear them out and about yet? 😄"
hit:10016_conv:20032_turn:4_trg:0,68975,hit:10016_conv:20032,4,0,listener,impressed,<prompt> I really like the new Nike shoes. </prompt>,Did you buy some yet? ,<target> Did you buy some yet?  </target>,,<listener>  <target> Did you buy some yet?  </target>,<speaker> I really like the new comfort fit soles. </speaker>,<speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker>,<speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker> <listener>  <target> Did you buy some yet?  </target>,Request information,mturk,Express interest,mturk,<prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker> <listener>  <target> Did you buy some yet?  </target>,<emotion> impressed <prompt> I really like the new Nike shoes. </prompt> <speaker> I really like the new Nike shoes. </speaker> <listener> Nikes are usually pretty cool. What do you like about the new ones? </listener> <speaker> I really like the new comfort fit soles. </speaker> <listener>  <target> Did you buy some yet?  </target>,"👍 Oh, I totally get it! The new Nike shoes sound amazing! The comfort fit soles must be a game-changer. It's so important to have comfortable shoes, especially if you're someone who's always on the go. Do you find that they're really supportive too? 🤔"
hit:10017_conv:20034_turn:2_trg:0,68981,hit:10017_conv:20034,2,0,listener,lonely,<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt>,Why did he left?,<target> Why did he left? </target>,,<listener>  <target> Why did he left? </target>,<speaker> I badly miss my hubby. </speaker>,<speaker> I badly miss my hubby. </speaker>,<speaker> I badly miss my hubby. </speaker> <listener>  <target> Why did he left? </target>,Ask about antecedent,QBERT,Express interest,QBERT,<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener>  <target> Why did he left? </target>,<emotion> lonely <prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener>  <target> Why did he left? </target>," Oh my goodness, it sounds like you're feeling really hurt and miss your husband so much! 😔 It's completely normal to feel this way, especially when we're apart from the people we love. Can you tell me a little bit more about what's been going on and how you've been feeling? 🤗"
hit:10017_conv:20034_turn:4_trg:0,68983,hit:10017_conv:20034,4,0,listener,lonely,<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt>,"Oh, for how long he will be away?","<target> Oh, for how long he will be away? </target>",,"<listener>  <target> Oh, for how long he will be away? </target>",<speaker> He went to London for our business work. </speaker>,<speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker>,"<speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker> <listener>  <target> Oh, for how long he will be away? </target>",Request information,QBERT,Express interest,QBERT,"<prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker> <listener>  <target> Oh, for how long he will be away? </target>","<emotion> lonely <prompt> My husband went to abroad for a month. I'm badly missing him. </prompt> <speaker> I badly miss my hubby. </speaker> <listener> Why did he left? </listener> <speaker> He went to London for our business work. </speaker> <listener>  <target> Oh, for how long he will be away? </target>"," Oh my goodness, it sounds like you're going through a tough time missing your husband! 😔 It can be so difficult when the people we love have to travel away for work or other obligations. It's understandable that you'd feel sad and miss him dearly. 💔 Can you tell me a bit more about what's been the hardest part of him being away?"
hit:10018_conv:20036_turn:2_trg:0,68990,hit:10018_conv:20036,2,0,listener,jealous,<prompt> My brother has the coolest girlfriend. I wish she was mine. </prompt>,Is his name Jessie by chance?,<target> Is his name Jessie by chance? </target>,,<listener>  <target> Is his name Jessie by chance? </target>,<speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker>,<speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker>,<speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker> <listener>  <target> Is his name Jessie by chance? </target>,Request information,QBERT,Express interest,QBERT,<prompt> My brother has the coolest girlfriend. I wish she was mine. </prompt> <speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker> <listener>  <target> Is his name Jessie by chance? </target>,<emotion> jealous <prompt> My brother has the coolest girlfriend. I wish she was mine. </prompt> <speaker> My brother has the coolest girlfriend. I wish she was mine. </speaker> <listener>  <target> Is his name Jessie by chance? </target>," Oh my, it sounds like you have a bit of a crush on your brother's girlfriend! It's completely normal to feel drawn to someone who is already in a relationship with someone else, especially if they are as amazing as your brother's girlfriend seems to be. It's important to remember that it's not okay to pursue a relationship with someone who is already in a committed relationship, as it can cause hurt feelings and damage to relationships. Instead,"
hit:10019_conv:20038_turn:2_trg:0,68999,hit:10019_conv:20038,2,0,listener,furious,<prompt> I am so mad that my window broke. </prompt>,"That's horrible, what happened?","<target> That's horrible, what happened? </target>",,"<listener>  <target> That's horrible, what happened? </target>",<speaker> I am so mad that my window broke. </speaker>,<speaker> I am so mad that my window broke. </speaker>,"<speaker> I am so mad that my window broke. </speaker> <listener>  <target> That's horrible, what happened? </target>",Ask about antecedent,SBERT,Express concern,SBERT,"<prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener>  <target> That's horrible, what happened? </target>","<emotion> furious <prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener>  <target> That's horrible, what happened? </target>"," Oh no, it sounds like you're really frustrated about your window breaking! 😠 Can you tell me more about what happened? Did you accidentally break it or was it already broken when you got it? 🤔 Either way, I'm here to listen and offer any help I can. 💡"
hit:10019_conv:20038_turn:4_trg:0,69001,hit:10019_conv:20038,4,0,listener,furious,<prompt> I am so mad that my window broke. </prompt>,That sounds like an awful thing to see. Will it be hard to replace?,<target> Will it be hard to replace? </target>,That sounds like an awful thing to see. ,<listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>,<speaker> A bird flew into it. </speaker>,"<speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker>","<speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker> <listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>",Ask about consequence,QBERT,Sympathize,QBERT,"<prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker> <listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>","<emotion> furious <prompt> I am so mad that my window broke. </prompt> <speaker> I am so mad that my window broke. </speaker> <listener> That's horrible, what happened? </listener> <speaker> A bird flew into it. </speaker> <listener> That sounds like an awful thing to see.  <target> Will it be hard to replace? </target>"," Oh no! 😔 That must have been such a frustrating and unexpected experience! 😠 Can I offer you a virtual hug? 🤗 It's understandable to feel upset when something like that happens, especially if it was a beautiful window. 💔 Do you want to talk about what you're feeling? Sometimes it can help to share our emotions with someone who cares. 💬"
hit:10019_conv:20039_turn:2_trg:0,104045,hit:10019_conv:20039,2,0,listener,impressed,<prompt> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </prompt>,I love tennis. Will you watch the US Open?,<target> Will you watch the US Open? </target>,I love tennis. ,<listener> I love tennis.  <target> Will you watch the US Open? </target>,<speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker>,<speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker>,<speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker> <listener> I love tennis.  <target> Will you watch the US Open? </target>,Request information,QBERT,Express interest,QBERT,<prompt> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </prompt> <speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker> <listener> I love tennis.  <target> Will you watch the US Open? </target>,<emotion> impressed <prompt> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </prompt> <speaker> I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good! </speaker> <listener> I love tennis.  <target> Will you watch the US Open? </target>,"😊 Oh my gosh, that's so cool! 🎾 Watching Wimbledon on TV for the first time can be such an exciting experience, especially with all those talented tennis players! 🤩 Did you have a favorite player or moment that stood out to you? 😃"
hit:1001_conv:2002_turn:2_trg:0,6381,hit:1001_conv:2002,2,0,listener,joyful,"<prompt> I won then lottery, I never have to work again. </prompt>",Congratulations?  How much did you win?,<target> Congratulations?   </target>,,<listener>  <target> Congratulations?   </target>,"<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker> <listener>  <target> Congratulations?   </target>",Ask for confirmation,QBERT,Express interest,QBERT,"<prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener>  <target> Congratulations?   </target>","<emotion> joyful <prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener>  <target> Congratulations?   </target>","😮🎉 Congratulations, <speaker>! 🎉😮 That's amazing news! You must be thrilled to have won the lottery and never have to work again! 😊 What are your plans now? Are you going to travel, indulge in your hobbies, or give back to the community? The possibilities are endless! 😄"
hit:1001_conv:2002_turn:2_trg:1,6381,hit:1001_conv:2002,2,1,listener,joyful,"<prompt> I won then lottery, I never have to work again. </prompt>",Congratulations?  How much did you win?,<target> How much did you win? </target>,Congratulations?  ,<listener> Congratulations?   <target> How much did you win? </target>,"<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker>","<speaker> I won the lottery, I never have to work again. </speaker> <listener> Congratulations?   <target> How much did you win? </target>",Request information,QBERT,Express interest,QBERT,"<prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener> Congratulations?   <target> How much did you win? </target>","<emotion> joyful <prompt> I won then lottery, I never have to work again. </prompt> <speaker> I won the lottery, I never have to work again. </speaker> <listener> Congratulations?   <target> How much did you win? </target>","😮🎉 Wow, that's amazing news! Congratulations on winning the lottery! 🎈 You must be feeling so relieved and excited to have the financial freedom to pursue your dreams. What are your plans now? 🤔 Do you have any big ideas or goals that you've been wanting to achieve? 💥"
hit:10020_conv:20040_turn:2_trg:0,69003,hit:10020_conv:20040,2,0,listener,anticipating,<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt>,What did you order?,<target> What did you order? </target>,,<listener>  <target> What did you order? </target>,<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker>,<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker>,<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener>  <target> What did you order? </target>,Request information,mturk,Express interest,mturk,<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener>  <target> What did you order? </target>,<emotion> anticipating <prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener>  <target> What did you order? </target>,"😊 Oh my gosh, that's so exciting! I can tell you're really looking forward to getting your package! It's always such a thrill to receive something you've been waiting for, especially if it's something you've been eagerly anticipating. Did you order something special or fun? 🤔 I hope it arrives soon and that it exceeds your expectations! 🎁"
hit:10020_conv:20040_turn:4_trg:0,69005,hit:10020_conv:20040,4,0,listener,anticipating,<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt>,How much did those cost?,<target> How much did those cost? </target>,,<listener>  <target> How much did those cost? </target>,"<speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker>","<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker>","<speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker> <listener>  <target> How much did those cost? </target>",Request information,QBERT,Express interest,QBERT,"<prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker> <listener>  <target> How much did those cost? </target>","<emotion> anticipating <prompt> I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew. </prompt> <speaker> I am really excited to get this package that I had ordered a few days ago. </speaker> <listener> What did you order? </listener> <speaker> I had ordered this gift for my nephew, and it should be here tomorrow. It is those magnet tiles that are popular now. </speaker> <listener>  <target> How much did those cost? </target>","😊 Oh wow, you're so excited to receive your package! 🎁 It sounds like you've got a thoughtful gift for your nephew - those magnet tiles are all the rage, aren't they? 😄 Tomorrow can't come soon enough! Have you been checking the mailbox every day? 📨"
