,tweet_id,tweet_text,preprocessed,prob_hope,prob_empathy_distress,annotation1,annotation2,annotation3,gold_label,language
1385779807011500032,1385779807011500032,"Humanity is no border  Just feel nd do some thing for human  Brave man  #PakistanstandswithIndia https://t.co/TQeTwae3fM
",humanity is no border just feel nd do some thing for human brave man,0.2791848350954764,0.671166,Supportive,Supportive,Supportive,Supportive,en
1385314349947015168,1385314349947015168,"RT @shukoor_murad: India records the world's highest single-day cases of 3,15,660. Pakistan🇵🇰 must help our Indian🇮🇳 brothers and Sisters i…
",rt india records the world s highest single day cases of 3 15 660 pakistan must help our indian brothers and sisters i,0.0269068392125412,0.76218075,Supportive,Supportive,Supportive,Supportive,en
1386245222305304578,1386245222305304578,"RT @Umar_Khan10: The HATE Indians have for Pakistan can be witnessed from the responses to @ForeignOfficePk's latest tweets.  The ARROGANCE…
",rt the hate indians have for pakistan can be witnessed from the responses to latest tweets the arrogance,0.0696940626268347,0.7550786,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385485355739136002,1385485355739136002,"This is Pakistan  who prays for Neighbour .#IndianLivesMatter #IndiaNeedsOxygen Stay strong India. We are not like you.
",this is pakistan who prays for neighbour stay strong india we are not like you,0.0154330274179995,0.7301234,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386110355055661056,1386110355055661056,"Not the time to rant but you get what you sow !! RETRIBUTION🔄 #EndiaSaySorryToKashmir
",not the time to rant but you get what you sow retribution,0.0059332976708268,0.51103747,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386741162275348484,1386741162275348484,"Now a days, India can stand united against even a single tweet and keep silence when there is shout for oxygen!!!!… https://t.co/awX4NvOeLB
",now a days india can stand united against even a single tweet and keep silence when there is shout for oxygen,0.0042075570977901,0.66786474,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385843036769243143,1385843036769243143,"@MirMAKOfficial Dear Pakistanis MINUS IMRAN KHAN Chamchas.  Thanks for Trending #PakistanstandswithIndia But don't… https://t.co/H3E3cwqHXQ
",dear pakistanis minus imran khan chamchas thanks for trending but don t,0.0021430531427537,0.680057,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386091386907283456,1386091386907283456,"LIFT CURFUE HAVE SOME SHAME YEH KASHMIRIO KE BUDDUAYEIN LAG RHIEN HAIN HOOSH MAI AO  #EndiaSaySorryToKashmir
",lift curfue have some shame yeh kashmirio ke budduayein lag rhien hain hoosh mai ao,0.0068213182811861,0.70559233,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385850579130404864,1385850579130404864,"We are all same humans first please help and pray for sick humans of all religions, colors, Casts without discrimin… https://t.co/QvWh2qcu4G
",we are all same humans first please help and pray for sick humans of all religions colors casts without discrimin,0.1547389859727777,0.80411476,Supportive,Supportive,Supportive,Supportive,en
1385642830031327240,1385642830031327240,"You voted for Mandir,Hate,Oppression, Statue,CAA,NRC,NPR &amp; for Many unwanted things. Now you asking for Hospital,Ox… https://t.co/PnmeoAovvu
",you voted for mandir hate oppression statue caa nrc npr amp for many unwanted things now you asking for hospital ox,0.0069473746818403,0.72355866,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386593360077541376,1386593360077541376,"RT @Saleem_Palall: Prayers for neighbours. May Allah end this pandemic soon.. Humanity before religion O Allah have mercy🙏 #Pakistanstandsw…
",rt prayers for neighbours may allah end this pandemic soon humanity before religion o allah have mercy,0.0511029410308045,0.7442846,Supportive,Supportive,Supportive,Supportive,en
1385324139968405504,1385324139968405504,"#IndiaNeedsOxygen Kashmir still wants a breath of freedom India will not get oxygen till Kashmiris get freedom
",kashmir still wants a breath of freedom india will not get oxygen till kashmiris get freedom,0.0010142756354227,0.74027956,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385279392436326401,1385279392436326401,"RT @raufspeaks: Oxygen has no boundaries. It is needed everywhere.God bless India. #IndiaNeedsOxygen
",rt oxygen has no boundaries it is needed everywhere god bless india,0.0371103837383843,0.74326956,Supportive,Supportive,Supportive,Supportive,en
1385906751682269184,1385906751682269184,"@TabeenahAnjum @anmolrathore28 please tell your Modi, learn something, be civilized, feel the pain of people of sub… https://t.co/4R7n1wS07Z
",please tell your modi learn something be civilized feel the pain of people of sub,0.5247306247499803,0.7517529,Not Supportive,Not Supportive,Supportive,Not Supportive,en
1387390661968662536,1387390661968662536,"RT @KlimastreikBS: It's the only right thing to do now @ParlCH and federal council @Violapamherd @Bundesrat_CH. Please try to support. #Ind…
",rt it s the only right thing to do now and federal council please try to support,0.0160947434847752,0.68927336,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386123756863696896,1386123756863696896,"May Allah alleviate the sufferings of our Neighbors! Every religion teaches humanity! Please pray for India… https://t.co/OOQoR3DIYC
",may allah alleviate the sufferings of our neighbors every religion teaches humanity please pray for india,0.3296366179517093,0.77058315,Supportive,Supportive,Supportive,Supportive,en
1385117850453508099,1385117850453508099,"RT @Notsomadbutok: Modi Speech was like the musicians playing violin while the Titanic was sinking - Trying to ease the panic but doing not…
",rt modi speech was like the musicians playing violin while the titanic was sinking trying to ease the panic but doing not,0.0036691753811576,0.6597775,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386112428614701056,1386112428614701056,"#IndiaFightsCoronaIt’s so heartbreaking to see people suffering. Stay strong, be safe and have faith. Sending praye… https://t.co/zAxgrCFeHH
",s so heartbreaking to see people suffering stay strong be safe and have faith sending praye,0.2612198031436477,0.7511642,Supportive,Supportive,Supportive,Supportive,en
1385382216700682242,1385382216700682242,"Kashmiris also have right to live. You kill them every day. Now, you were begging to live. There is still chance to… https://t.co/XzvSd5iTye
",kashmiris also have right to live you kill them every day now you were begging to live there is still chance to,0.0049564038606766,0.6921575,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385644173907300352,1385644173907300352,"My heart goes down.. My neighbors are struggling for Life.. Oh God save humans from this pandemic..… https://t.co/TnwuNPped1
",my heart goes down my neighbors are struggling for life oh god save humans from this pandemic,0.0297855016379957,0.7570828,Supportive,Supportive,Supportive,Supportive,en
1386647077820583936,1386647077820583936,"The floor that hit the throne was shaken The sighs of Kashmiri mothers devoured the whole of India @IndianExpress… https://t.co/q009LUGegF
",the floor that hit the throne was shaken the sighs of kashmiri mothers devoured the whole of india,0.001346122530544,0.67502654,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385751797688586240,1385751797688586240,"Pakistan stand with India in this difficult time of covid. We are praying for you. #PakistanstandswithIndia #indianeedoxygen #WeCantBreathe
",pakistan stand with india in this difficult time of covid we are praying for you,0.0099060750665076,0.79237753,Supportive,Supportive,Supportive,Supportive,en
1385850359260717061,1385850359260717061,"@ArvindKejriwal dear sir, why wasn't oxygen stocked well in advance? You only have one state to manage and still fa… https://t.co/SlJ0T6qxZK
",dear sir why wasn t oxygen stocked well in advance you only have one state to manage and still fa,0.0074884361623628,0.59144896,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386444028330250250,1386444028330250250,"RT @SaraAGiussani: India is facing a new COVID-19 wave. I hope all government leaders come together to support the country. We are all deep…
",rt india is facing a new covid 19 wave i hope all government leaders come together to support the country we are all deep,0.0273389559155073,0.70716095,Supportive,Supportive,Supportive,Supportive,en
1385827174830149632,1385827174830149632,"RT @aanirbanbh: Always knew People of Pakistan are good. Thanks for your concern brothers and sisters of Pakistan. And stay safe. Love and…
",rt always knew people of pakistan are good thanks for your concern brothers and sisters of pakistan and stay safe love and,0.6474770958609686,0.77624804,Supportive,Supportive,Supportive,Supportive,en
1386328510671769600,1386328510671769600,"Prayers for India 🇮🇳 May Allah S.W.T ameliorate conditions of India and keep the whole world safe from the pandemic… https://t.co/w775c43NbG
",prayers for india may allah s w t ameliorate conditions of india and keep the whole world safe from the pandemic,0.1212323843874523,0.7924303,Supportive,Supportive,Supportive,Supportive,en
1385538071840522240,1385538071840522240,"RT @xa_PAKHTOON_yam: We must spare no effort to help our neighbors for the sake of humanity and perhaps this move will highlight the ray of…
",rt we must spare no effort to help our neighbors for the sake of humanity and perhaps this move will highlight the ray of,0.8174071751635132,0.76025575,Supportive,Supportive,Supportive,Supportive,en
1386067065103130624,1386067065103130624,"Well arguing and saying this india say sorry to kashmir... Its time to show humanity not their aukat.. Ab jo log co… https://t.co/pkK3vOPovR
",well arguing and saying this india say sorry to kashmir its time to show humanity not their aukat ab jo log co,0.0131663111172359,0.7356846,Supportive,Not Supportive,Supportive,Supportive,en
1385956595679391753,1385956595679391753,"RT @KamranRajput99: (2/4) assistance of 50 Ambulances and other medical equipments support.  Edhi Foundation writes to PM India Narendra Mo…
",rt 2 4 assistance of 50 ambulances and other medical equipments support edhi foundation writes to pm india narendra mo,0.0030214110226032,0.75844556,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385663611884998657,1385663611884998657,"Both countries have Big atomic bomb but still crises of COVID-19 and deficiency of Oxygen 😢#IndiaNeedsOxygen
",both countries have big atomic bomb but still crises of covid 19 and deficiency of oxygen,0.0543166981443642,0.6655558,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387391214509559811,1387391214509559811,"As I watch the heartbreaking surge of #COVID19  devastating #India, I'm extremely grateful to have received my 2nd… https://t.co/NRROoaG1qe
",as i watch the heartbreaking surge of devastating i m extremely grateful to have received my 2nd,0.0149265682730239,0.60130024,Not Supportive,Supportive,Supportive,Supportive,en
1385953872729022464,1385953872729022464,"Rule of this world ""KARMA"" but still in this tough time our prayers are with you  #PakistanstandswithIndia https://t.co/JDXUvCkncB
",rule of this world karma but still in this tough time our prayers are with you,0.0030621940770827,0.70010495,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385976245633101824,1385976245633101824,"RT @Afridi_10_: #EndiaSaySorryToKashmir Under the garb of democracy, the Kashmiri people have endured the fiercest form of dictatorship
",rt under the garb of democracy the kashmiri people have endured the fiercest form of dictatorship,0.0106825932216108,0.701477,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386305760074817536,1386305760074817536,"Our solidarity &amp; prayers go out to our Indian brothers &amp; sisters at this horrific time of Covid-19 outbreak.  Stay… https://t.co/TDaVtWynEq
",our solidarity amp prayers go out to our indian brothers amp sisters at this horrific time of covid 19 outbreak stay,0.0080763591604008,0.81928366,Supportive,Supportive,Supportive,Supportive,en
1385850060374609922,1385850060374609922,"The people who are in power or the one’s who could do something about it and chose not to... you will “ROT IN HELL”… https://t.co/ucUbfvZbmG
",the people who are in power or the one s who could do something about it and chose not to you will rot in hell,0.0174485353635536,0.6899413,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385791666569760768,1385791666569760768,"RT @farah_lodhi: May Allah have mercy on people in #India. The scenes from hospitals, funeral places &amp; streets are none less than an apocal…
",rt may allah have mercy on people in the scenes from hospitals funeral places amp streets are none less than an apocal,0.0064871779147636,0.73634845,Supportive,Supportive,Supportive,Supportive,en
1386787786540388359,1386787786540388359,"End the lockdown on the Kashmiris, give farmers their dues and ask forgiveness from the Almighty Allah #IndiaNeedsOxygen
",end the lockdown on the kashmiris give farmers their dues and ask forgiveness from the almighty allah,0.0136331159676076,0.76121384,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385873545549553664,1385873545549553664,"This is called Humanity The kind hearted nation is offering you (India) it's services. I feel extremely painful aft… https://t.co/MJbC4BXPOM
",this is called humanity the kind hearted nation is offering you india it s services i feel extremely painful aft,0.0104042794311179,0.7613599,Supportive,Supportive,Supportive,Supportive,en
1386883557302300676,1386883557302300676,"RT @UrbanAsian: @beingsalmankhan himself tasting the food at #Bhaijaanz kitchen with @rahulnarainkanal This will be distributed to Corona W…
",rt himself tasting the food at kitchen with this will be distributed to corona w,0.006275428495488,0.67369395,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385969656155066368,1385969656155066368,"RT @shahidudas719: They Indian force is in Kashmir in a blood stream India should turn now to face GOG punishment in shape of caronavirus…
",rt they indian force is in kashmir in a blood stream india should turn now to face gog punishment in shape of caronavirus,0.001483280337442,0.6584957,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385518164251971584,1385518164251971584,"God Bless Neighbors (India). May ALLAH help you people in this toughest time! #IndiaNeedsOxygen
",god bless neighbors india may allah help you people in this toughest time,0.0321269055401831,0.7827313,Supportive,Supportive,Supportive,Supportive,en
1386078549346488320,1386078549346488320,"RT @billu_baby: #EndiaSaySorryToKashmir  You banned natural oxygen for Kashmiri nation  Now seeking cylinders for lives ... As you sow so s…
",rt you banned natural oxygen for kashmiri nation now seeking cylinders for lives as you sow so s,0.0021597823195533,0.74497247,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386615303749181441,1386615303749181441,"@MailOnline Is the cost of medical aid to India coming out of our already reduced foreign aid budget? If so it's go… https://t.co/6pMDHvDtUu
",is the cost of medical aid to india coming out of our already reduced foreign aid budget if so it s go,0.0073476458443287,0.6293149,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387481981387149314,1387481981387149314,"RT @HeidiGiokos: I don’t know how CNN reporter @vedikas kept it together during this live report. Reporting on this and seeing it live is h…
",rt i don t know how cnn reporter kept it together during this live report reporting on this and seeing it live is h,0.022221217530867,0.66718805,Supportive,Supportive,Supportive,Supportive,en
1385974799021838340,1385974799021838340,"@Tejasvi_Surya @ArtSivasri Yea may be after million of deaths? Sub Acha Hey? BJP? You must be living in LaLa land… https://t.co/3U1r1dqHXP
",yea may be after million of deaths sub acha hey bjp you must be living in lala land,0.0017506236627315,0.7025998,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385835715716603904,1385835715716603904,"Currently, Pakistan's first 7 trends are for India. To this day, no country has shown such pain and such attachment… https://t.co/kqwPubiFTt
",currently pakistan s first 7 trends are for india to this day no country has shown such pain and such attachment,0.5050654579898435,0.73151016,Supportive,Supportive,Supportive,Supportive,en
1386024103027650562,1386024103027650562,"First Case Of Indian Covid-19 Variant Found In Switzerland: Health Authority https://t.co/KeCXkf6UAK via @ndtv… https://t.co/apgAVftZXM
",first case of indian covid 19 variant found in switzerland health authority via,0.0031453405374332,0.7045306,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386099252661690368,1386099252661690368,"So I just came across a news that Pakistan is going to send ambulances in India, that's definitely a good step, no… https://t.co/7H8pnyP0WS
",so i just came across a news that pakistan is going to send ambulances in india that s definitely a good step no,0.0027408621034515,0.63893443,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386603364079783936,1386603364079783936,"The reason why you should stop amplifying the SOS messages on Social Media... #IndiaNeedsOxygen #IndiaFightsBack https://t.co/7Os44rElOB
",the reason why you should stop amplifying the sos messages on social media,0.0390409654603953,0.61853206,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385968959351001091,1385968959351001091,"@GretaThunberg Now the sleeping celebrity and Politicians in my country will start tweet war and try to hide all th… https://t.co/2Io3MEwFf1
",now the sleeping celebrity and politicians in my country will start tweet war and try to hide all th,0.0305751554709136,0.6381087,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386152325610229761,1386152325610229761,"Never seen such a cruel dictator...  Modi - The Genghis khan of India. #BjpDestroyedIndia  #ResignModi  #GodiMedia… https://t.co/DPmJOG8Mtg
",never seen such a cruel dictator modi the genghis khan of india,0.0083218824185391,0.6917837,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386008523222495234,1386008523222495234,"RT @ShamiKalra: What can we do to help India? The scenes are so distressing and I have no idea why @narendramodi doesn’t seem to have a pla…
",rt what can we do to help india the scenes are so distressing and i have no idea why doesn t seem to have a pla,0.023250110644881,0.582573,Supportive,Supportive,Supportive,Supportive,en
1385978631684558848,1385978631684558848,"RT @MALRAYYAN3: As human beings we all have our sympathies with India but we will always raise our praise against oppression in Kashmir, In…
",rt as human beings we all have our sympathies with india but we will always raise our praise against oppression in kashmir in,0.0084163482967636,0.7525441,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387026626043686912,1387026626043686912,"RT @insan__hon2: We hve all our sympathies with the people of India , But remember, we r nd will remain enemies till the independence of Ka…
",rt we hve all our sympathies with the people of india but remember we r nd will remain enemies till the independence of ka,0.009742924389464,0.6747947,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386028839118282752,1386028839118282752,"Hope india get well soon. We all are in this together no matter what our boundries are but we are praying for you a… https://t.co/ENLb84PFHr
",hope india get well soon we all are in this together no matter what our boundries are but we are praying for you a,0.2674969884429445,0.76705956,Supportive,Supportive,Supportive,Supportive,en
1386380941669642241,1386380941669642241,"""Indian Medical System"" has been collapsed. The person responsible for this is @drharshvardhan and his office… https://t.co/wVQlzJkqpj
",indian medical system has been collapsed the person responsible for this is and his office,0.0019057918946969,0.73860615,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385372808948105216,1385372808948105216,"all the prayers for you all suffering in India, may ALLAH paak ease the path for you. ameen #PrayersForIndia… https://t.co/a23UJu4tnN
",all the prayers for you all suffering in india may allah paak ease the path for you ameen,0.0605334793768443,0.7861042,Supportive,Supportive,Supportive,Supportive,en
1385911492986515457,1385911492986515457,"To all the Pakistani’s saying #pakistanstandwithindia did India stand with you after the Gayari avalanche? After th… https://t.co/RwYy49Pdhx
",to all the pakistani s saying did india stand with you after the gayari avalanche after th,0.0017997247559543,0.72286,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387513443008253952,1387513443008253952,"This tweet by @iNikeshPatel landed deep with me. If India means anything to you — please check my Instagram stories… https://t.co/NBRaF4MXqk
",this tweet by landed deep with me if india means anything to you please check my instagram stories,0.0075418465283888,0.7337022,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385223037486698498,1385223037486698498,"RT @garimakataria: It's heartbreaking to see things like #resign #gambhir etc trending , all with some Political Agenda .  #IndianLivesMatt…
",rt it s heartbreaking to see things like etc trending all with some political agenda,0.0999020548879587,0.60968655,Not Supportive,Supportive,Supportive,Supportive,en
1386528948071276545,1386528948071276545,"RT @Papuix: 1 day record covid cases reaches upto 3 lakh and death recorded  2,102. This is just horrible. If we do not take precautions th…
",rt 1 day record covid cases reaches upto 3 lakh and death recorded 2 102 this is just horrible if we do not take precautions th,0.0048379543328037,0.758836,Supportive,Supportive,Supportive,Supportive,en
1385549950768095234,1385549950768095234,"#IndiaNeedsOxygen #WeCantBreathe #OxygenCrisis They way #Pakistan and its authorities are extending help to its nei… https://t.co/5zQPfYGURJ
",they way and its authorities are extending help to its nei,0.056184515460547,0.6586479,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385772296141479936,1385772296141479936,"#India has failed as a Nation!!! Despite of millions of hospitals all over the country, still people are dying due… https://t.co/eT1SBA1M7I
",has failed as a nation despite of millions of hospitals all over the country still people are dying due,0.0129397297239274,0.6978045,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385494054448812032,1385494054448812032,"Our hearts are mourning to see humans in Neighbourhood are dying so miserably.....India stay strong....May Allah ha… https://t.co/FQINqUomFe
",our hearts are mourning to see humans in neighbourhood are dying so miserably india stay strong may allah ha,0.0154419549770673,0.8116998,Supportive,Supportive,Supportive,Supportive,en
1386116933615906817,1386116933615906817,"RT @iam_arswati: Only the thing matters for Pakistanis is humanity. We pray for Indian people and stand with them in this Pandemic situatio…
",rt only the thing matters for pakistanis is humanity we pray for indian people and stand with them in this pandemic situatio,0.1752185113735169,0.7348454,Supportive,Supportive,Supportive,Supportive,en
1385878794972459009,1385878794972459009,"RT @etza07: Pakistan might not be able to help India in material but our good wishes are with the people of India. May Allah take this pand…
",rt pakistan might not be able to help india in material but our good wishes are with the people of india may allah take this pand,0.0044756075386516,0.7396916,Supportive,Supportive,Supportive,Supportive,en
1385920805100572672,1385920805100572672,"@liveInPeace77 @khan_imran45 @Sufia__J @Churail_Hu @Laddi_L11 @PK_Cheeti @Mahnnrr @Zaynistic_ @KaalaBaloch… https://t.co/c4qyBzzqok
",,0.0028115121617148,0.6823087,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385664616882180097,1385664616882180097,"Pakistan &amp; India has gone too far in the race of acquiring weapons. Situation would have been totally different if… https://t.co/B7dJiMCxGr
",pakistan amp india has gone too far in the race of acquiring weapons situation would have been totally different if,0.005811601033154,0.66725975,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386747979667841025,1386747979667841025,"Pakistan’s former Prime Minister who stood up against all intel pressures and tested nuclear weapons is now rightly… https://t.co/iGBNLysvCP
",pakistan s former prime minister who stood up against all intel pressures and tested nuclear weapons is now rightly,0.0070735448225736,0.7010103,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385999565162168320,1385999565162168320,"RT @Afridi_10_: #EndiaSaySorryToKashmir The so-called claims of India being a secular state is burnt into ashes as the incumbent government…
",rt the so called claims of india being a secular state is burnt into ashes as the incumbent government,0.0016788455667472,0.72011393,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386603938036649986,1386603938036649986,"#IndiaNeedsOxygen  guys this one is for all of us...we need to stand together in these tough times #helpeachother
",guys this one is for all of us we need to stand together in these tough times,0.0472948237503612,0.6755882,Supportive,Supportive,Supportive,Supportive,en
1385325106654744581,1385325106654744581,"@TarekFatah Sir #india needs Oxygen, send some remittances to buy oxygen... what type of person you are?? Shameless… https://t.co/LRjtEU1UuV
",sir needs oxygen send some remittances to buy oxygen what type of person you are shameless,0.0022688420224121,0.70055395,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385370566392176648,1385370566392176648,"Govt of Pakistan should go all the way and offer every possible help from oxygen to PPE and so on to India so they… https://t.co/BRuSkYU3CU
",govt of pakistan should go all the way and offer every possible help from oxygen to ppe and so on to india so they,0.0101177346564171,0.7133798,Supportive,Supportive,Supportive,Supportive,en
1385451363774046213,1385451363774046213,"Kindly impose strict measures to stop the community spread ! Lockdown  Home Quarantine Severe Fines Prosecution for… https://t.co/J4VDqNC97V
",kindly impose strict measures to stop the community spread lockdown home quarantine severe fines prosecution for,0.0261497971900209,0.6853899,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387120324597088256,1387120324597088256,"@sarithnnair @gokulchan Well, #sanghis were going around lynching people, right? So, if a few @BJP4India guys get l… https://t.co/6VEjhq0zPd
",well were going around lynching people right so if a few guys get l,0.0104962369046451,0.5716678,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385801174226407427,1385801174226407427,"#IndiaNeedsOxygen   The Guardian view on Modi’s mistakes: a pandemic that is out of control  | Editorial https://t.co/HMlQ5eQubK
",the guardian view on modi s mistakes a pandemic that is out of control editorial,0.0083901822060395,0.6901411,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385265704212041730,1385265704212041730,"Ghareeb log Becharay kahin b hon martay whi.. I hope they get over this situation.. #IndiaNeedsOxygen… https://t.co/E1spFKSMEQ
",ghareeb log becharay kahin b hon martay whi i hope they get over this situation,0.0488945563157972,0.67482805,Supportive,Supportive,Supportive,Supportive,en
1386322990560731136,1386322990560731136,"We may not be on good terms but humanity first. The innocent human life suffering breaks my heart. I pray for the w… https://t.co/sDURcjh33t
",we may not be on good terms but humanity first the innocent human life suffering breaks my heart i pray for the w,0.3986477045458714,0.7555444,Supportive,Supportive,Supportive,Supportive,en
1386055471195254784,1386055471195254784,"RT @urban_lens: Pakistan sharing its solidarity with India in these troubled times.  Thank you. #PakistanstandswithIndia https://t.co/OQffk…
",rt pakistan sharing its solidarity with india in these troubled times thank you,0.0105067320729087,0.7960825,Supportive,Supportive,Supportive,Supportive,en
1385899279206686720,1385899279206686720,"It is terrible situation. May Almighty Allah bless India and all in this hour of helplessness and misery. Ameen! #PakistanstandswithIndia
",it is terrible situation may almighty allah bless india and all in this hour of helplessness and misery ameen,0.0717900663334496,0.79655373,Supportive,Supportive,Supportive,Supportive,en
1386172819659239424,1386172819659239424,"#EndiaSaySorryToKashmir  India killed many Kashmir people but you sea India position in covid 19 but why not saying… https://t.co/kcy0kqmlnn
",india killed many kashmir people but you sea india position in covid 19 but why not saying,0.0012077071944428,0.706373,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385525068399325189,1385525068399325189,"Sad to see our neighbors going through such a bad time due to #COVID19. Pakistan should help India in every way pos… https://t.co/8WDIJRDSg3
",sad to see our neighbors going through such a bad time due to pakistan should help india in every way pos,0.0068785250837726,0.70128673,Supportive,Supportive,Supportive,Supportive,en
1385622820315557888,1385622820315557888,"Thanks to all pakistani brothers and sisters who prayed for us ❤️🙏 #IndiaNeedsOxygen
",thanks to all pakistani brothers and sisters who prayed for us,0.2950913825113184,0.75214416,Supportive,Supportive,Supportive,Supportive,en
1386621562837561345,1386621562837561345,"Smokers and vegetarians were found to have a lower positivity rate: Research #indianeedoxygen #coronavirus https://t.co/Dk1qLokcrp
",smokers and vegetarians were found to have a lower positivity rate research,0.0079911642867017,0.5974918,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386463898337906688,1386463898337906688,"My heart heart goes out for all those families in India  For those who don't know they held  mass cremations in Dub… https://t.co/qkAK32a5lv
",my heart heart goes out for all those families in india for those who don t know they held mass cremations in dub,0.0198592060938339,0.7252621,Supportive,Supportive,Supportive,Supportive,en
1386428608663605249,1386428608663605249,"RT @OushalK: India recorded 349,691 fresh cases and 2,767 deaths in the last 24 hours — the highest since the start of the pandemic. May Al…
",rt india recorded 349 691 fresh cases and 2 767 deaths in the last 24 hours the highest since the start of the pandemic may al,0.004223137937282,0.7443189,Not Supportive,Supportive,Supportive,Supportive,en
1386891653366042624,1386891653366042624,"RT @ManojReddiee: AUS players In #IPL2021 May Leave India Soon Including Warner n Smith,Before India Gets Shut Down Soon😴🚶  #CoronaSecondWa…
",rt aus players in may leave india soon including warner n smith before india gets shut down soon,0.001700280327618,0.67780155,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386557508085497858,1386557508085497858,"RT @reeyan_ali: This is all about Humanity that Our beloved prophet Hazrat Mohammed S.a.w taught Us  🍁 and Also u can't prove wrong the two…
",rt this is all about humanity that our beloved prophet hazrat mohammed s a w taught us and also u can t prove wrong the two,0.0073834931611683,0.6902188,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385895228251549696,1385895228251549696,"RT @HamzaNasimPTI: You're Welcome. 🇮🇳 might have advanced but is also making new records of C19 Infections, Deaths,etc. Hope u know the rea…
",rt you re welcome might have advanced but is also making new records of c19 infections deaths etc hope u know the rea,0.0022301006659856,0.6194766,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386011029910347779,1386011029910347779,"People get what they want by mistake! He does not want what he gets! #COVIDEmergency2021 #CovidIndia… https://t.co/udZffP6cCM
",people get what they want by mistake he does not want what he gets,0.0278115972826565,0.6344877,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385937823891591168,1385937823891591168,"Prayers for India 🇮🇳 we are with you in this difficult times. #CovidIndia  #PakistanstandswithIndia https://t.co/D3PZJrzItK
",prayers for india we are with you in this difficult times,0.0084514648562211,0.77293533,Supportive,Supportive,Supportive,Supportive,en
1387281101404651520,1387281101404651520,"#Resign_PM_Modi India Condition Very Bad Being A Pakistani I Will Pray For All Indians. All Matters On Other Side F… https://t.co/Nh11s8uWKv
",india condition very bad being a pakistani i will pray for all indians all matters on other side f,0.326183069183073,0.7188349,Supportive,Supportive,Supportive,Supportive,en
1386128058906816512,1386128058906816512,"remove the curfew in kashmir and Let them breathe in freedom, ALLAH InshaALLAH will Mercy on u so tht u can breathe… https://t.co/FJHzPteXtK
",remove the curfew in kashmir and let them breathe in freedom allah inshaallah will mercy on u so tht u can breathe,0.0023928378075523,0.7192661,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
